shipping_id,order_id,shipping_date,estimated_delivery_date,shipping_carrier,tracking_number,shipping_cost,shipping_address,shipping_status,created_at,updated_at
23743,34522240,04/30/2023,05/21/2023,Ltd,3c8dec91-0447-4394-ba4f-0e558b9062b3,83.53,"Unit 5946 Box 8707
DPO AE 43129",In Transit,2023-03-21T05:20:56,2021-03-11T21:49:38
23744,34524490,01/15/2023,01/26/2023,PLC,92c705b3-5fd4-4d2c-b4b9-0fe5842c1a33,87.46,"56850 Mark Street
Coltonton, TX 69042",Shipped,2020-12-16T05:43:15,2022-06-23T07:41:44
23745,34513196,10/07/2022,10/13/2022,Inc,499a3d6a-567a-422d-a186-ca2828d529fc,88.93,"5839 Patrick Junctions
Charlesberg, RI 15011",Cancelled,2021-10-07T21:50:34,2022-02-01T20:43:14
23746,34521997,11/27/2022,12/17/2022,Inc,c1662220-3b05-43c2-a67a-78c4eb05e0dc,21,"38096 Donna Course Apt. 132
New Mauricebury, MP 40408",Shipped,2022-09-23T15:21:10,2022-11-30T16:20:29
23747,34516647,02/26/2023,03/13/2023,Ltd,78e99e0a-6b8a-44ea-861a-757fff1298a2,98.9,"86719 Lorraine Port Suite 820
South Johnny, WA 17557",Cancelled,2022-08-03T01:22:09,2022-07-04T16:19:54
23748,34521928,09/30/2022,10/12/2022,Inc,8332901d-08c8-43d4-8837-fe510c1d7897,10.76,"612 Buckley Passage Suite 197
Richardville, FL 59127",Delivered,2023-05-14T10:30:21,2023-01-31T19:01:13
23749,34521928,05/11/2023,05/25/2023,Ltd,12f939a8-cb77-4875-acc8-60768d04dd9c,10.41,"04877 Gutierrez Wells
Wongbury, SC 67773",In Transit,2020-03-20T22:41:41,2020-10-05T13:28:27
23750,34525370,06/21/2023,07/05/2023,LLC,027102d8-6f43-4be4-858c-40219647204d,18.15,"047 Jerry Islands Suite 460
Port Kayla, GA 10883",Delivered,2020-05-14T19:59:16,2022-03-24T07:54:41
23751,34520035,03/14/2023,03/18/2023,PLC,e9bf4f25-4e7f-4ceb-894a-dccb4982a238,3.34,"5301 Doyle Well Suite 791
East Christopher, ID 01950",Shipped,2021-09-19T20:53:56,2023-06-23T09:42:19
23752,34528526,01/23/2023,01/25/2023,PLC,578057a4-918a-497e-9afd-80613489b626,11.75,"187 Brian Crossroad
New Sabrina, TN 94590",Cancelled,2020-07-25T21:34:03,2023-02-10T17:04:13
23753,34527156,05/27/2023,05/29/2023,Group,ea4b498a-2b94-49d5-b799-3386fd920e6c,70.12,"9677 Carolyn Knoll Suite 036
Kimberlystad, IA 64840",Delivered,2021-06-15T19:15:25,2021-08-05T01:49:38
23754,34522358,04/08/2023,04/09/2023,Inc,d8a2b601-50e9-4a71-8781-16f348388b04,33.57,"71930 Olsen Circles Suite 171
West George, PW 49858",In Transit,2023-06-03T17:06:59,2021-11-06T01:57:40
23755,34525149,08/17/2022,08/24/2022,Group,5db87bdc-bd99-4131-8ba7-7f0605af7067,17.93,"356 Christy Points Apt. 295
South Bryanbury, OK 38933",Delivered,2020-08-18T14:53:47,2022-09-10T09:11:22
23756,34520518,08/03/2023,08/16/2023,Inc,53549b67-286e-40f3-849b-8bc7185125dc,98.95,"74455 Moore Stravenue Apt. 077
Grimesmouth, WV 57685",Shipped,2023-01-31T20:15:46,2020-05-01T09:55:15
23757,34531891,08/26/2022,08/29/2022,PLC,c951215f-a363-4410-bc7b-4e5b6f76b949,46.01,"78749 Reed Ramp
Jeremyberg, PA 39309",Shipped,2022-07-09T07:07:04,2023-03-14T05:14:15
23758,34519596,04/10/2023,04/22/2023,PLC,e1dad644-de60-4d46-a1e6-61329710ea89,2.47,"160 Kelly Drive
North Anne, GA 10366",Cancelled,2021-09-01T09:32:30,2023-05-10T03:00:55
23759,34520687,01/25/2023,02/05/2023,LLC,e25f6299-7c66-4cbd-b479-769efbb71d11,20.46,"75683 Miller Forge
Juliefort, NE 44600",Delivered,2021-04-30T06:46:59,2021-12-31T09:23:59
23760,34517990,05/27/2023,05/30/2023,Ltd,b153be71-1a8f-4b0f-8c7d-7886bc0adc33,4.49,"7454 Brittany Trace
Lake Christopher, ME 42515",In Transit,2021-10-07T11:55:35,2022-01-10T22:52:45
23761,34525597,06/27/2023,07/11/2023,LLC,fa7b6a08-fb97-4577-a2e2-593b108b4cd6,41.95,"Unit 2046 Box 0163
DPO AP 29381",Delivered,2022-02-14T00:49:43,2022-08-08T10:14:32
23762,34520267,01/03/2023,01/04/2023,Inc,27924414-fd47-4ec1-9a73-bd8bf7d21b8f,57.61,"5940 Jenna Skyway
West Dominiquemouth, OH 23415",Delivered,2020-05-08T20:16:13,2022-01-24T04:38:47
23763,34521210,03/25/2023,04/06/2023,PLC,bbc95f2a-6a7d-4f12-9486-48a999104955,48.56,"86432 Barton Street Suite 087
Kelseyburgh, NV 94488",Delivered,2022-08-02T04:12:27,2022-11-12T23:14:57
23764,34512472,01/19/2023,02/03/2023,PLC,16356364-c2ba-4352-b56d-f96beeae31ca,42.36,"7009 James Pine
North Thomasmouth, MO 55502",Delivered,2020-04-21T15:30:47,2022-06-24T02:48:17
23765,34522319,06/25/2023,07/14/2023,Group,52ec94ce-54a4-47bc-bcf3-a3af7303eee7,32.8,"96516 Smith Burg
West Jerryfort, FM 97379",Cancelled,2022-02-16T10:49:12,2023-06-28T02:09:27
23766,34515733,02/14/2023,03/16/2023,Inc,33eb5038-ddf3-4df4-a408-591ed926136a,53.73,"881 Harris Well Suite 886
South Matthew, MO 67862",In Transit,2020-02-02T09:48:27,2020-04-29T18:01:52
23767,34528682,06/11/2023,07/07/2023,LLC,5371dd46-3828-45db-8de5-1dd7c28032c1,54.97,"8213 Julia Roads
West Nicholas, MD 28617",Cancelled,2022-11-14T17:36:56,2021-01-27T01:25:06
23768,34527274,04/21/2023,04/23/2023,PLC,57def533-e8cf-4363-9181-5da3c4722b28,71.03,"958 Brown Walks Suite 848
East Charlesburgh, FM 24813",Shipped,2021-05-17T00:40:43,2021-05-05T16:52:36
23769,34522856,05/24/2023,05/30/2023,Ltd,1a21cf5e-d61e-4df0-9e53-c09ef74518de,44.16,"43151 Hall Squares
West Valeriemouth, CO 96880",In Transit,2022-01-01T19:55:30,2021-08-06T09:18:06
23770,34522749,07/10/2023,08/05/2023,PLC,50045da4-e3ed-4d09-8538-6c35de82c155,66.15,"USS Allen
FPO AA 12779",Shipped,2023-07-24T22:55:04,2022-04-01T13:12:54
23771,34528652,07/13/2023,07/22/2023,PLC,dddd48c6-6d61-4206-ad84-d6b68380d3d5,32.4,"7089 Mark Light Suite 729
New Casey, DE 47367",Shipped,2023-06-24T20:53:22,2022-04-27T20:51:21
23772,34527057,10/02/2022,10/03/2022,PLC,ffb17370-b746-4dd9-aecb-0b1ee20aaf50,67.85,"85788 James Forge Suite 855
Roymouth, FM 84623",Delivered,2021-05-15T15:26:21,2022-07-17T23:30:41
23773,34532209,09/03/2022,09/06/2022,and Sons,aec0c02c-29a2-46f6-b9dc-6f01b2824d79,61.78,"90577 Margaret Groves Suite 357
Brittanymouth, AL 68910",Shipped,2020-06-22T07:13:03,2020-10-07T09:20:50
23774,34516876,03/08/2023,04/07/2023,Inc,4478176b-ecd5-4604-81b8-9cabca447f32,14.02,"411 Lawson Vista
Lake Ronald, MA 55317",Shipped,2022-01-21T11:05:11,2023-06-02T06:03:21
23775,34522430,06/22/2023,07/02/2023,Group,ee902297-0708-4856-a6ff-2f6c51acfcd0,86.69,"3982 Jones Mission
Bakerton, AK 39479",Cancelled,2022-12-03T08:55:06,2022-08-18T10:37:22
23776,34514752,01/08/2023,01/30/2023,Inc,f6845b4c-e237-4029-a2d6-4c052921d251,13.87,"5738 Barton Vista
East Deborah, VI 43470",Cancelled,2022-02-26T15:58:33,2021-12-11T21:43:15
23777,34528103,03/16/2023,03/31/2023,and Sons,063928da-3175-4b76-936f-7c73f69fa9e8,15.89,"4370 Don Way Suite 936
North Alexview, DC 88022",Delivered,2023-07-22T11:52:39,2022-05-10T07:10:28
23778,34525711,09/26/2022,10/15/2022,Group,c8a6e4f9-7c20-4d73-b5ab-7c2542b97e1f,65.06,"405 Thomas Port Suite 026
Obrienville, CT 16654",Delivered,2020-11-18T18:45:35,2022-12-18T22:09:00
23779,34518264,03/12/2023,03/14/2023,and Sons,1596bd0f-0832-4369-8df1-fc5b16c88e00,43.41,"90037 Johnson Grove Apt. 200
Hernandezstad, IL 29844",Shipped,2022-12-28T05:31:54,2020-08-04T18:24:47
23780,34529630,12/01/2022,12/05/2022,Inc,e2ea8e50-3905-478f-961b-0ad9ebe7bff5,8.83,"1257 Reynolds Ville
Lake Denise, WI 73795",Delivered,2020-01-08T05:41:00,2022-11-02T01:10:40
23781,34522820,05/15/2023,05/19/2023,LLC,71fa498c-4257-40d4-9d5f-6cc58f58e9e4,41.21,"834 Tina Track Apt. 519
Nicholasmouth, PW 79090",Shipped,2021-03-18T22:33:47,2021-06-24T07:08:41
23782,34526540,01/24/2023,02/18/2023,Group,095331ea-8230-45d8-b752-810008f392f7,46.97,"143 Lisa Stream
Angelaton, VI 31847",In Transit,2023-03-17T04:44:20,2021-02-01T06:20:03
23783,34517010,09/10/2022,09/12/2022,Inc,a7e769cd-fc32-457a-b452-edfd07829bef,25.68,"868 Ashley Inlet
South Benjamin, MO 72407",Delivered,2020-04-10T08:22:27,2023-05-09T08:14:36
23784,34516430,06/02/2023,06/24/2023,Group,8ec28ffa-6d6e-4e23-a34a-b5778c665e63,45.15,"2267 Brown Parks
Vaughnchester, NJ 71056",Delivered,2022-04-20T09:20:12,2023-02-03T13:48:57
23785,34513581,12/31/2022,01/19/2023,LLC,217e419c-a7a7-4339-99d8-465289ee7ed5,45.34,"PSC 9050, Box 9472
APO AA 27255",Cancelled,2023-02-11T01:23:05,2023-03-12T07:41:00
23786,34526510,08/19/2022,09/01/2022,LLC,0ecd8336-68eb-4c72-a767-0754bb0a509e,35.16,"5230 Karen River Suite 051
South Jessicaburgh, PW 40862",Shipped,2022-06-23T20:22:55,2021-10-20T01:38:16
23787,34529911,11/25/2022,12/14/2022,PLC,e5b8c505-0dd3-48e5-a0ca-d91a95761cfe,93.69,"474 Jimmy Street
Port Christophermouth, IA 54381",Delivered,2022-10-18T22:49:43,2020-02-18T08:23:10
23788,34516018,12/28/2022,01/25/2023,Inc,3cd559ee-52c9-452c-8afe-9036629e73a4,55.42,"960 Melissa Falls Apt. 854
Port Lorifurt, NH 78748",Shipped,2020-07-21T13:42:01,2021-12-17T03:43:48
23789,34527571,02/07/2023,02/21/2023,and Sons,0c0c87af-2714-460c-9807-9082fca84eab,40.71,"058 Grimes Bypass Suite 533
Reynoldsbury, OK 28142",Cancelled,2020-04-29T05:32:01,2021-09-10T17:56:48
23790,34524481,11/07/2022,11/27/2022,Inc,316bb044-0748-4563-bfc2-81d34a8b57a0,29.66,"USS Phelps
FPO AE 50825",Delivered,2023-01-16T18:19:32,2022-05-16T19:22:56
23791,34518774,04/17/2023,05/14/2023,Inc,d2d24a74-1285-4d55-bd2a-40b63c090478,45.54,"USCGC Clark
FPO AE 77295",Cancelled,2021-03-03T12:01:48,2023-05-03T05:28:29
23792,34528273,10/21/2022,11/14/2022,LLC,3cae326f-60c7-4ef9-82c4-9e6329ba02ab,73.86,"47600 Schultz Vista
Brianshire, WY 61820",Cancelled,2022-10-06T01:17:17,2022-01-09T17:03:08
23793,34520942,08/20/2022,09/15/2022,and Sons,782a8f60-711a-4808-842f-35b66e6328c3,71.97,"1616 Ellis Squares Suite 380
Valerieburgh, GA 94627",Delivered,2021-05-14T17:49:40,2021-09-08T04:15:04
23794,34515218,06/16/2023,06/26/2023,LLC,13ca9ec0-8228-41ee-8f05-fdeca6936f01,91.81,"39761 Gonzales Burg
South Amymouth, VT 21738",Cancelled,2021-08-04T00:08:17,2020-04-24T11:43:17
23795,34513372,08/30/2022,08/31/2022,Inc,46bae3ec-4a75-4a6f-830d-e884807d4950,93.23,"2560 Angela Club
New Brucemouth, IA 01057",Delivered,2023-02-04T04:08:03,2020-03-18T06:26:14
23796,34526616,02/23/2023,03/05/2023,Inc,56932f01-e5c2-42b9-b174-f71af6da0275,1.96,"4995 Phillip Prairie Suite 052
Sotoland, SD 83456",In Transit,2021-06-06T17:07:23,2022-07-09T19:30:00
23797,34528525,04/25/2023,05/21/2023,LLC,049cb2c2-0360-4e4b-8509-1e2ae389a6fe,48.69,"82739 Carter Well Suite 637
Morrisonburgh, AR 53590",Delivered,2021-12-19T22:15:45,2022-12-05T10:53:22
23798,34515917,08/22/2022,09/07/2022,LLC,ec5d8f43-7610-4758-b702-c49bc0288c7c,47.52,"600 Richard Pike
Victoriaville, MH 74275",Delivered,2022-01-04T13:49:24,2023-01-09T10:17:42
23799,34521339,11/06/2022,11/28/2022,and Sons,e486cf1d-2f15-45ed-9806-28175dd50d37,68.81,"092 Mcdaniel Isle Suite 649
East Lisa, NE 54507",Delivered,2023-07-13T08:22:52,2022-12-23T00:17:37
23800,34531295,12/11/2022,01/06/2023,PLC,2c80c4ac-c74d-40e3-9e05-ae40c38b0608,80.76,"7412 Wanda Neck
Woodland, IN 98018",In Transit,2021-09-23T15:05:21,2023-01-01T19:43:51
23801,34520976,02/21/2023,03/05/2023,Ltd,3ff08afc-35ed-4c9d-b711-5373d1d7f362,93.52,"751 Kent Port Apt. 254
Kellyburgh, IA 33756",Shipped,2022-03-02T14:06:36,2020-10-13T08:08:59
23802,34521664,06/10/2023,07/03/2023,Group,bfe19e7b-0edc-4674-832c-c6f8446b0c79,45.59,"1601 Lamb Estate Suite 185
Rosalesville, FM 33116",Shipped,2023-01-15T09:39:48,2020-12-03T05:23:28
23803,34514802,09/25/2022,10/04/2022,Inc,1261f861-31f2-4b80-b28e-7e6cdc427729,89.78,"31219 Donald Ford
West Sarahfort, MH 70146",In Transit,2021-12-27T10:35:35,2020-08-19T10:07:49
23804,34527332,02/15/2023,03/06/2023,PLC,594328c4-8fc5-45a0-9726-c680d4ee64fe,40.08,"3341 Marquez Ranch Apt. 591
Cruzmouth, MH 64253",In Transit,2022-07-20T22:17:18,2020-05-25T00:52:30
23805,34529625,03/22/2023,04/15/2023,LLC,d0399964-db54-4013-95ef-57fa4fb9b142,85.05,"9892 Lawson Parks
Rickyport, PR 01411",Shipped,2021-03-20T15:48:18,2020-11-21T08:06:32
23806,34526494,04/27/2023,05/17/2023,Inc,c81bdf97-d4bf-4980-b806-6a42ea674788,4.23,"994 Andrew Hills Apt. 316
Allisonmouth, NE 31956",Shipped,2021-01-14T03:13:29,2022-11-03T17:53:24
23807,34532133,09/19/2022,10/07/2022,LLC,b3f8f35f-ff70-47b8-9fd5-52473965de27,44.34,"032 Christian Lodge Suite 478
Hannahshire, NM 89195",Delivered,2022-03-28T11:52:23,2023-02-08T05:11:50
23808,34519148,10/03/2022,10/15/2022,Group,b45f48cc-6d64-46d6-b377-cdd741eebe66,7.8,"1820 Vaughn Courts Apt. 574
Amandaborough, AS 99541",Cancelled,2022-10-08T23:51:33,2022-06-17T10:08:46
23809,34531459,10/21/2022,10/24/2022,Ltd,2a471738-fc51-40fd-94ed-3f7bfeca863c,32.85,"60389 Gregory Junction
Port Deborahhaven, AZ 39640",Delivered,2021-05-04T04:40:36,2020-07-25T21:21:34
23810,34512735,07/30/2023,08/12/2023,and Sons,26098f49-8b57-44b8-984d-b3747c1727c9,11.55,"967 Harris Center
New Cindy, GU 05185",Shipped,2023-02-26T08:41:34,2020-08-19T08:25:54
23811,34516356,10/22/2022,11/15/2022,Ltd,8ce43859-0dee-483d-a692-071baa2ca128,33.04,"PSC 6449, Box 2906
APO AE 71553",In Transit,2021-03-05T17:20:52,2020-03-04T00:37:49
23812,34523639,09/11/2022,09/12/2022,LLC,10f836ec-6088-45db-b563-9e9173e7c5d0,27.13,"3352 Oliver Streets
West Travisburgh, NM 65551",Cancelled,2020-05-27T06:07:46,2021-02-06T22:00:49
23813,34527965,12/28/2022,01/05/2023,Inc,8ebc53b4-1b76-42fb-ab04-73402664a2d2,16.24,"PSC 7318, Box 2433
APO AA 10343",Shipped,2023-07-20T21:39:35,2022-08-08T17:03:31
23814,34522641,05/01/2023,05/06/2023,PLC,8db8d36c-2702-4e45-a331-469597161f9d,20.5,"74845 Brittney Ferry Apt. 601
Merrittfurt, AR 84069",Cancelled,2020-09-20T00:55:18,2021-03-08T04:42:55
23815,34523507,05/23/2023,06/12/2023,LLC,027ae0d3-c69d-4876-99b3-af302f7aabce,25.63,"7849 Monica Shores Suite 685
Port Adrian, RI 72274",Delivered,2020-08-06T06:54:34,2020-12-30T20:51:52
23816,34513789,03/09/2023,03/30/2023,Ltd,f4dc4dee-459d-47ba-803c-a74a953f8c0c,5.45,"914 Gentry Green Suite 316
Mosleyville, OH 15163",Cancelled,2020-10-31T02:38:46,2021-10-13T12:16:52
23817,34521097,03/24/2023,04/16/2023,Group,b05db53a-4233-414a-b053-b05fae2233dd,90.73,"4367 Bradley Heights
Port Davidborough, AK 91306",Cancelled,2022-09-05T16:40:37,2020-02-25T03:45:42
23818,34517010,11/09/2022,11/24/2022,LLC,d0f6b0a7-d159-4ca6-b2ca-ba220b15a761,38.41,"94207 Taylor Curve Suite 393
Nicholasville, OR 07558",Shipped,2021-12-20T03:34:37,2023-03-07T23:13:19
23819,34514499,04/21/2023,05/01/2023,Inc,cbf57b84-5e6e-4f59-9cb5-7d25600070f9,64.49,"221 Donovan Crescent Apt. 348
Davenportside, IL 03170",Shipped,2021-02-19T12:07:11,2022-12-28T16:33:44
23820,34520175,10/04/2022,10/06/2022,Group,58d1a91e-6681-407b-a914-d0adcf9acc9e,64.8,"223 Warren Throughway
Kristitown, CA 06086",Shipped,2021-05-07T16:28:28,2021-02-16T11:41:05
23821,34513011,09/01/2022,09/24/2022,Inc,462ec437-f28f-4346-9ff0-dd5e7f10a7f1,45.4,"46016 Stacy Forge
Ericachester, AK 48991",Shipped,2020-08-15T04:27:02,2021-10-16T19:52:04
23822,34526354,09/04/2022,10/01/2022,LLC,bb2328d4-974a-475b-b589-97d7ca626c9f,15.49,"451 Cynthia Ramp Suite 331
Natashachester, NC 92834",Shipped,2021-03-21T00:32:02,2021-05-06T01:51:02
23823,34524205,10/13/2022,10/14/2022,LLC,97659f15-907a-48b9-af88-065cd5043879,60.8,"81115 Butler Highway
South Vanessa, NC 19052",In Transit,2023-05-06T12:58:03,2021-11-17T17:35:06
23824,34527959,01/04/2023,01/08/2023,and Sons,6dea75b5-02c7-45f4-af09-f3bba1f46b68,14.82,"96988 Jones Plains Suite 528
Timothyport, DE 91802",Cancelled,2022-07-29T10:24:34,2023-02-26T16:32:16
23825,34524051,11/23/2022,12/03/2022,PLC,a9b3c1ee-2a1f-4c27-91ba-a77ed9df3d2f,62.96,"8076 Charles Road Apt. 643
Anneview, CA 98601",Shipped,2023-04-25T08:59:02,2023-05-10T09:21:23
23826,34524715,06/05/2023,06/25/2023,Inc,9b7ff72c-1b51-425b-914e-787c031a0baf,19.64,"USNV Thomas
FPO AA 67374",Cancelled,2022-04-13T16:04:41,2020-04-09T09:20:09
23827,34529157,04/16/2023,04/17/2023,Group,9b353b62-2dfd-4fc5-8c98-d9cc7c917db4,61.11,"606 Mark Ferry Suite 454
East Anna, AZ 07796",Cancelled,2023-05-22T13:46:48,2021-04-09T15:20:23
23828,34531908,10/22/2022,11/02/2022,LLC,1e95f806-d9cd-4314-9787-3c3238a8e894,72.47,"6051 Brown Highway Apt. 296
Jaredberg, FM 36559",Cancelled,2020-02-06T17:23:09,2020-06-17T04:16:10
23829,34513255,09/24/2022,09/30/2022,PLC,5ee57ebc-2bb3-4f11-bff8-d07e22e9d8db,37.13,"7921 Swanson Land
East Melissa, VT 61480",Delivered,2021-06-23T20:01:06,2023-04-20T16:52:20
23830,34532171,05/02/2023,05/09/2023,Ltd,997ca67e-f3a0-4b4c-9018-8e23930ca7a6,43.17,"620 Brittany Centers Suite 975
Port Williambury, IL 32020",Shipped,2021-06-21T01:21:41,2023-04-15T20:52:37
23831,34526950,11/27/2022,12/20/2022,Inc,29f27b60-e8ee-4163-8a17-05b5e3fbdd15,40.57,"4378 Nathan Harbor Apt. 050
Port Randall, AZ 62893",Cancelled,2020-04-14T11:12:25,2020-06-24T13:33:38
23832,34514861,10/06/2022,10/08/2022,Ltd,9b08a2a6-1bc6-4914-92e8-c3084f1fa074,15.92,"130 Murillo Spurs
Port Jonathantown, ME 42736",In Transit,2021-08-22T22:51:06,2022-10-10T12:13:45
23833,34522839,06/26/2023,07/18/2023,LLC,968d99f3-c2ad-44ef-b1a9-b33d5f2c2bd3,98.1,"942 Jason Tunnel
Rodneytown, MI 41729",In Transit,2023-01-15T19:02:38,2021-12-08T14:07:31
23834,34517699,02/23/2023,03/21/2023,LLC,8b2e67f9-a5e9-4582-a466-6e2d3f2091a1,40.03,"Unit 6838 Box 3231
DPO AE 59247",Delivered,2020-03-24T21:04:20,2022-11-28T07:09:59
23835,34521997,07/06/2023,07/18/2023,LLC,ccd3efe1-07cf-4ed5-95f1-6ce81c76ab22,10.97,"3669 Michael Springs Apt. 866
Port Jody, ME 69150",Shipped,2023-02-05T07:50:00,2020-02-05T13:59:29
23836,34531796,05/08/2023,05/31/2023,Inc,e5ed4d4c-0a34-4336-b6c1-56ce9a28528c,36.34,"4638 Rachel Route Suite 170
Elizabethbury, NM 87439",Delivered,2022-11-21T08:51:14,2022-10-16T13:34:41
23837,34512854,11/21/2022,12/13/2022,and Sons,d9003bd5-8dc7-4935-bd7d-082d2b860cb9,4.62,"60642 Perry Passage Suite 713
West Kimberly, OK 10261",Cancelled,2022-11-18T04:08:54,2020-12-16T05:35:39
23838,34531636,08/21/2022,09/16/2022,and Sons,ebbe76c2-b142-48db-a707-c92281e3b8d5,83.84,"9826 Cook Freeway Suite 464
Hallberg, GU 73851",Shipped,2020-08-06T12:00:15,2022-12-11T00:45:00
23839,34523151,08/21/2022,08/27/2022,Group,f4e1e270-16fe-4537-80a8-8d9e011c8d43,83.12,"4326 Samantha Avenue
Lake Terri, AR 28664",Shipped,2023-04-25T18:37:55,2023-06-18T04:48:04
23840,34529326,05/29/2023,06/17/2023,and Sons,54d9a2be-4f79-432c-9563-7bc52a6a351b,65.52,"7257 James Expressway
Thomasland, IL 10525",Cancelled,2021-01-23T21:31:20,2021-01-21T08:44:02
23841,34529726,05/15/2023,05/22/2023,Group,88eee539-197b-4b63-80ff-7eca7ee7bbdc,56.96,"775 White Spurs
Williamsport, TN 68304",Shipped,2020-02-07T08:02:53,2021-02-09T12:36:28
23842,34527597,11/27/2022,12/02/2022,and Sons,86278a2c-e0c8-4ece-85b5-ac9755a2a6ac,6.65,"354 Lisa Heights
Andrewberg, GU 92861",In Transit,2022-06-30T17:56:28,2020-09-15T17:26:27
23843,34516141,12/30/2022,01/08/2023,Ltd,5e813fe4-629a-451e-9340-9ca0099545d9,12.34,"5123 Sutton Corner
North Aprilchester, DE 06673",In Transit,2021-10-02T13:13:05,2020-05-20T09:37:41
23844,34516369,03/25/2023,04/05/2023,Inc,ffac9d0b-34e3-4a04-9d51-cfc8f573aef9,39.37,"12554 Michael Mount
Pamelaton, TX 64263",In Transit,2022-11-24T05:20:39,2021-08-31T04:42:21
23845,34512541,02/15/2023,03/13/2023,LLC,16c9246f-38c7-457d-a7ec-7cac10aa1a8f,44.91,"02723 Hall Streets Suite 562
Kristinhaven, ME 36100",Shipped,2022-03-04T02:00:06,2022-01-25T03:57:28
23846,34527881,11/21/2022,12/19/2022,LLC,b43720e8-d9d2-4b39-90f7-5d7eddf7f4e3,14.68,"5293 Rachel Prairie Apt. 388
West Andreaborough, WY 49821",Cancelled,2023-04-21T05:45:58,2021-05-12T11:18:09
23847,34515005,05/02/2023,05/19/2023,Group,272787ea-0677-4a9f-8925-d2f44ee206df,85.09,"238 Ross Key Suite 868
Lake Elizabethhaven, DE 44642",Cancelled,2021-12-04T13:25:08,2023-06-09T12:35:34
23848,34512697,12/08/2022,12/26/2022,Ltd,439e2a98-ceb0-40e2-b276-a0051552fafc,28.41,"09759 Charles Ridges
Haroldfort, VI 76623",Cancelled,2021-01-26T21:25:02,2020-08-25T13:11:54
23849,34526974,01/29/2023,02/16/2023,Inc,ea9c6008-b14e-405d-a001-b62eec4bafee,45.9,"6742 Hale Vista Apt. 763
Mcculloughfurt, AK 13607",Shipped,2020-01-28T16:49:44,2022-05-20T17:42:46
23850,34531775,10/15/2022,10/22/2022,Ltd,e4896e9e-85ab-4bd8-bbce-0a3abb8b4be1,47.46,"380 Shepherd Run
Michaelside, DC 04267",Shipped,2023-06-10T22:57:48,2021-03-25T19:18:08
23851,34513978,11/03/2022,11/28/2022,Ltd,aa8aa6d4-5d3b-459e-9101-9cd47b7ccfc8,81.45,"48304 Samuel Bridge
Lake Beth, IL 72994",Shipped,2021-11-17T05:07:15,2022-02-19T12:55:15
23852,34520869,06/30/2023,07/06/2023,Group,c90f9a7c-d897-457d-b331-a17a81805f70,8.83,"094 Kristi Stream
Port Deborah, FM 11756",Delivered,2023-02-19T00:48:44,2020-09-22T04:06:27
23853,34517198,08/08/2022,08/29/2022,Group,70940fda-d42e-4c13-b957-a1593017c5c1,37.01,"5658 Jacobson Ferry
East Brian, MA 25392",In Transit,2021-01-20T04:10:15,2021-09-08T15:46:34
23854,34512474,04/16/2023,05/16/2023,Group,5bc0dd53-222c-4401-9267-839e35e3d2bf,99.02,"078 Kyle Coves
New Omartown, TN 03437",In Transit,2020-01-27T12:48:48,2022-05-31T04:51:48
23855,34517469,12/23/2022,01/06/2023,Inc,cff71431-5736-48e5-b0d9-6ca296e4566a,32.98,"649 Lee Island
Lake Elizabethtown, HI 40906",Shipped,2020-09-05T19:12:30,2020-11-22T23:12:36
23856,34523088,03/20/2023,03/25/2023,LLC,635ddab2-2772-45ef-89aa-8831a3bd68c2,93.48,"19346 John Locks Apt. 597
East Amandashire, NC 99887",In Transit,2021-12-30T17:19:10,2023-02-03T12:02:52
23857,34531822,09/19/2022,09/25/2022,PLC,d123d3e1-dadb-42c9-b650-3398f992e87c,91.73,"903 Justin Circles Suite 066
New Michaelmouth, PR 98097",Delivered,2023-07-08T23:43:39,2020-07-26T18:15:07
23858,34518736,03/24/2023,03/28/2023,LLC,3ac66e45-8126-453b-a722-e67d50b01a07,1.92,"5348 Sonya Springs Suite 239
South Dennisville, MS 29414",In Transit,2020-02-24T16:16:47,2020-11-09T19:38:27
23859,34516430,02/02/2023,02/23/2023,and Sons,282f455b-04fb-4073-a8a9-a7cd54b59b7d,82.28,"5712 Tran Avenue Suite 772
Caitlinberg, AS 93548",Shipped,2022-01-19T16:27:39,2021-04-21T17:26:22
23860,34514559,02/15/2023,03/02/2023,Ltd,6a12b4af-678c-49f5-aae8-deebab2d6943,40.45,"USNV Harris
FPO AE 70350",Delivered,2022-08-21T21:30:29,2023-05-31T23:46:09
23861,34518054,07/28/2023,08/23/2023,Group,65fc99ba-f07a-4045-b2fd-b5bf0711c522,11.49,"852 Whitney Via
Watsonview, NE 18998",Cancelled,2021-05-24T13:21:22,2023-06-17T09:49:46
23862,34525905,05/27/2023,06/05/2023,Inc,4f6f68d8-6b44-4389-b6ec-cb3255f9b73d,27.31,"PSC 6253, Box 3890
APO AE 66250",Delivered,2023-01-04T10:39:46,2023-05-25T16:47:55
23863,34525491,10/13/2022,11/07/2022,Group,43e127ba-048b-4f31-88ca-d21f4c1d53ab,30.85,"5174 Ricardo Ports
New Melissa, WA 72794",In Transit,2022-07-19T15:02:56,2021-02-26T22:22:39
23864,34520204,03/28/2023,04/11/2023,PLC,b58d02c0-41a8-43b7-b838-b302afd72898,49.01,"Unit 7273 Box 6515
DPO AA 87074",In Transit,2022-05-22T21:36:32,2023-01-02T12:24:13
